timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-28T03:01:57.698124+07:00,Hồ Chí Minh,86,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,72%
2025-01-28T04:01:58.630290+07:00,Hồ Chí Minh,92,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,69%
2025-01-28T05:01:51.451567+07:00,Hồ Chí Minh,82,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,9.2 km/h,70%
2025-01-28T06:01:46.232438+07:00,Hồ Chí Minh,78,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,71%
2025-01-28T07:04:26.745482+07:00,Hồ Chí Minh,82,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,72%
2025-01-28T08:28:26.015063+07:00,Hồ Chí Minh,93,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,69%
2025-01-28T09:21:01.753494+07:00,Hồ Chí Minh,100,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,66%
2025-01-28T10:02:24.096844+07:00,Hồ Chí Minh,100,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,66%
2025-01-28T11:01:55.086209+07:00,Hồ Chí Minh,80,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,64%
2025-01-28T12:01:55.306523+07:00,Hồ Chí Minh,68,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,5.5 km/h,65%
2025-01-28T13:01:57.981992+07:00,Hồ Chí Minh,71,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,62%
2025-01-28T14:01:39.450010+07:00,Hồ Chí Minh,74,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,62%
2025-01-28T15:01:54.151854+07:00,Hồ Chí Minh,93,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,63%
2025-01-28T16:02:06.265005+07:00,Hồ Chí Minh,117,/dl/web/weather/ic-w-02-new-clouds-full.svg,11.1 km/h,54%
2025-01-28T17:01:47.990964+07:00,Hồ Chí Minh,108,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,59%
2025-01-28T18:01:48.322252+07:00,Hồ Chí Minh,107,/dl/web/weather/ic-w-02-new-clouds-full.svg,7.4 km/h,62%
2025-01-28T19:02:04.136599+07:00,Hồ Chí Minh,85,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,13.0 km/h,68%
2025-01-28T20:05:15.492964+07:00,Hồ Chí Minh,66,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,16.7 km/h,65%
2025-01-28T21:02:00.346959+07:00,Hồ Chí Minh,69,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,16.7 km/h,65%
2025-01-28T22:01:54.867448+07:00,Hồ Chí Minh,73,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.1 km/h,67%
2025-01-28T23:01:52.554769+07:00,Hồ Chí Minh,80,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,69%
2025-01-29T00:01:45.560594+07:00,Hồ Chí Minh,82,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.1 km/h,69%
2025-01-29T01:02:01.972098+07:00,Hồ Chí Minh,93,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,70%
2025-01-29T02:01:57.055358+07:00,Hồ Chí Minh,159,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,12.9 km/h,64%
2025-01-29T03:01:53.934547+07:00,Hồ Chí Minh,159,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,14.5 km/h,65%
2025-01-29T04:01:44.587327+07:00,Hồ Chí Minh,139,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,11.3 km/h,66%
2025-01-29T05:01:50.308324+07:00,Hồ Chí Minh,103,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,7.4 km/h,68%
2025-01-29T06:01:58.545995+07:00,Hồ Chí Minh,99,/dl/web/weather/ic-w-10-night-clear-sky-full.svg,5.5 km/h,68%
2025-01-29T07:04:29.798345+07:00,Hồ Chí Minh,103,/dl/web/weather/ic-w-01-clear-sky-full.svg,7.4 km/h,70%
2025-01-29T08:28:27.750499+07:00,Hồ Chí Minh,104,/dl/web/weather/ic-w-01-clear-sky-full.svg,8.0 km/h,70%
2025-01-29T09:20:45.576163+07:00,Hồ Chí Minh,112,/dl/web/weather/ic-w-01-clear-sky-full.svg,9.2 km/h,69%
2025-01-29T10:02:27.698369+07:00,Hồ Chí Minh,112,/dl/web/weather/ic-w-01-clear-sky-full.svg,9.2 km/h,69%
2025-01-29T11:01:43.738139+07:00,Hồ Chí Minh,115,/dl/web/weather/ic-w-01-clear-sky-full.svg,9.2 km/h,67%
